City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,beatrice,40.2681,-96.747,15.05,72,0,0.0,US,1730168717
364,altai,46.3722,96.2583,2.14,44,100,1.9,MN,1730168717
365,faya-largeau,17.9257,19.1043,22.51,18,1,8.58,TD,1730168717
366,sechura,-5.5569,-80.8222,18.87,79,93,6.26,PE,1730168717
367,cova figueira,14.8905,-24.2934,19.34,74,26,5.06,CV,1730168717
368,undurkhaan,47.3194,110.6556,1.67,80,80,1.81,MN,1730168717
369,ceeldheer,3.8488,47.1806,24.54,83,78,2.95,SO,1730168718
370,trinity beach,-16.7888,145.6968,30.94,62,40,7.72,AU,1730168718
371,mao,39.8885,4.2658,21.31,88,75,5.14,ES,1730168718
372,argo,37.6333,22.7333,16.09,34,22,2.24,GR,1730168718
373,tres arroyos,-38.3739,-60.2798,13.83,68,0,1.9,AR,1730168718
374,baltatesti,47.1167,26.3,13.04,78,99,1.13,RO,1730168718
375,zaysan,47.4667,84.8667,5.01,54,100,5.57,KZ,1730168718
376,kyren,51.6828,102.1408,4.2,62,92,0.55,RU,1730168718
377,truro,50.2653,-5.0544,12.6,97,40,2.57,GB,1730168718
378,vernon,50.2581,-119.2691,9.31,76,78,1.54,CA,1730168718
379,severo-yeniseyskiy,60.3725,93.0408,-5.09,97,100,1.3,RU,1730168718
380,dwarka,22.2394,68.9678,28.37,64,11,3.39,IN,1730168719
381,turbat,26.0023,63.044,24.29,27,0,5.52,PK,1730168719
382,ingenio la esperanza,-24.2255,-64.839,22.04,39,16,0.81,AR,1730168719
383,arno,60.1167,18.6333,3.02,79,61,2.59,SE,1730168719
384,kaoma,-14.7833,24.8,19.04,87,92,2.61,ZM,1730168719
385,natal,-5.795,-35.2094,26.12,78,40,4.12,BR,1730168719
386,northam,51.0333,-4.2167,12.56,98,91,2.45,GB,1730168719
387,kidal,18.4411,1.4078,25.79,17,100,4.26,ML,1730168719
388,mugia,43.1041,-9.2179,13.84,86,42,9.4,ES,1730168719
389,ugoofaaru,5.6667,73.0,27.0,82,63,6.4,MV,1730168720
390,cacador,-26.7753,-51.015,14.96,94,4,1.02,BR,1730168720
391,belmonte,-15.8631,-38.8828,23.56,88,9,1.17,BR,1730168720
392,uva,56.9908,52.1852,1.1,79,100,1.85,RU,1730168720
393,karratha,-20.7377,116.8463,33.63,41,5,5.5,AU,1730168720
394,porirua,-41.1333,174.85,16.68,79,99,10.56,NZ,1730168564
395,antofagasta,-23.65,-70.4,16.6,83,49,0.84,CL,1730168720
396,coari,-4.085,-63.1414,27.82,50,93,1.64,BR,1730168720
397,lerwick,60.1545,-1.1494,10.0,87,100,5.89,GB,1730168720
398,peace river,56.2501,-117.286,-0.83,100,100,0.0,CA,1730168720
399,puerto deseado,-47.7503,-65.8938,9.3,77,2,3.07,AR,1730168720
400,geraldton,-28.7667,114.6,32.23,29,0,3.6,AU,1730168721
401,sangin,32.0728,64.8359,13.23,40,37,2.08,AF,1730168721
402,princeville,45.7668,-61.2985,4.36,83,100,8.75,CA,1730168721
403,dunedin,-45.8742,170.5036,13.78,68,55,4.64,NZ,1730168721
404,holualoa,19.6228,-155.9522,26.97,82,75,4.63,US,1730168721
405,sault ste. marie,46.5168,-84.3333,11.16,62,75,6.17,CA,1730168721
406,margate,51.3813,1.3862,14.93,91,100,4.5,GB,1730168721
407,ambon,-3.6954,128.1814,31.08,74,20,2.57,ID,1730168721
408,nyurba,63.2842,118.3319,-15.28,93,90,1.27,RU,1730168721
409,mabopane,-25.4977,28.1007,14.21,20,75,3.35,ZA,1730168721
410,saint-marc,19.1082,-72.6938,26.4,83,100,2.6,HT,1730168722
411,berezovo,63.9381,65.0419,-4.3,95,94,2.51,RU,1730168722
412,omutninsk,58.67,52.1932,1.78,96,100,2.22,RU,1730168722
413,vorkuta,67.5,64.0,-2.28,96,100,4.77,RU,1730168590
414,bardai,11.65,7.2333,21.6,26,5,2.86,NG,1730168722
415,bhag,29.0415,67.8239,27.45,21,0,3.64,PK,1730168722
416,crane,31.3974,-102.3501,23.66,30,1,11.85,US,1730168722
417,tangalle,6.024,80.7911,26.89,79,91,4.02,LK,1730168722
418,zhob,31.3411,69.4481,17.15,37,0,1.32,PK,1730168722
419,pingliang,35.5392,106.6861,12.28,61,3,2.36,CN,1730168722
420,puerto maldonado,-12.6,-69.1833,26.87,61,76,0.91,PE,1730168722
421,cam ranh,11.9214,109.1591,28.98,70,40,2.57,VN,1730168723
422,nogliki,51.8333,143.1667,2.55,50,5,6.61,RU,1730168723
423,barroquinha,-3.0189,-41.1361,25.48,73,5,3.89,BR,1730168723
424,mogadishu,2.0371,45.3438,25.04,83,76,4.06,SO,1730168723
425,cruz del eje,-30.7264,-64.8039,22.95,39,0,4.4,AR,1730168723
426,fortuna,40.5982,-124.1573,11.66,96,0,3.6,US,1730168723
427,kouango,4.9934,19.9619,23.12,89,90,1.29,CF,1730168723
428,port lincoln,-34.7333,135.8667,16.94,63,0,4.01,AU,1730168723
429,broken hill,-31.95,141.4333,23.9,21,0,4.5,AU,1730168723
430,chicomuselo,15.7667,-92.2667,21.43,91,92,2.01,MX,1730168723
431,dalhousie,32.5333,75.9833,13.2,38,2,2.98,IN,1730168724
432,port hedland,-20.3167,118.5667,36.03,36,80,7.2,AU,1730168724
433,petrozavodsk,61.7849,34.3469,1.7,100,59,3.0,RU,1730168724
434,swift current,50.2834,-107.8014,4.45,60,0,3.09,CA,1730168724
435,zanjan,36.6736,48.4787,5.76,66,1,2.37,IR,1730168724
436,ormond-by-the-sea,29.3491,-81.0665,23.33,86,100,4.63,US,1730168724
437,fruita,39.1589,-108.729,18.64,35,0,9.77,US,1730168724
438,badger,64.8,-147.5333,-5.57,86,100,0.0,US,1730168724
439,mutsu,41.2894,141.2169,12.45,48,5,1.63,JP,1730168725
440,torres,-29.3353,-49.7269,18.88,93,38,3.14,BR,1730168725
441,simanggang,1.2472,111.4528,30.01,79,40,2.24,MY,1730168725
442,bealanana,-14.55,48.7333,17.0,94,61,1.74,MG,1730168725
443,at taj,24.2049,23.2857,15.91,52,0,4.07,LY,1730168725
444,beltangadi,13.9833,75.3,20.23,94,26,1.07,IN,1730168725
445,yanchep,-31.55,115.6833,29.43,32,0,1.14,AU,1730168725
446,trujillo,-8.116,-79.03,16.98,88,66,4.12,PE,1730168725
447,itaituba,-4.2761,-55.9836,28.43,37,68,0.63,BR,1730168725
448,kassala,15.451,36.4,28.46,65,9,3.18,SD,1730168725
449,toliara,-23.35,43.6667,25.62,55,100,1.25,MG,1730168725
450,igarka,67.4667,86.5833,-6.17,97,95,2.91,RU,1730168726
451,sinop,41.7711,34.8709,8.52,52,32,1.39,TR,1730168726
452,laojunmiao,39.8333,97.7333,6.49,36,99,2.3,CN,1730168726
453,cadale,2.7603,46.3222,24.89,81,27,3.59,SO,1730168726
454,tillaberi,14.2117,1.4531,27.52,17,6,2.38,NE,1730168726
455,thunder bay,48.4001,-89.3168,11.99,82,100,2.57,CA,1730168726
456,cambridge,43.3601,-80.3127,7.51,93,20,5.14,CA,1730168602
457,yelizovo,53.1873,158.3805,4.08,48,75,15.0,RU,1730168727
458,masterton,-40.9597,175.6575,15.7,61,99,5.41,NZ,1730168727
459,westport,41.1415,-73.3579,12.12,79,0,4.12,US,1730168727
460,antsohihy,-14.8796,47.9875,25.49,72,6,1.48,MG,1730168727
461,rock springs,41.5875,-109.2029,7.69,76,75,5.14,US,1730168727
462,saint-francois,46.4154,3.9054,9.69,100,100,0.0,FR,1730168727
463,le port,-20.9373,55.2919,23.01,86,18,1.01,RE,1730168727
464,tocopilla,-22.092,-70.1979,16.89,81,21,0.57,CL,1730168727
465,niafunke,15.9322,-3.9906,29.95,19,44,4.39,ML,1730168728
466,balqash,46.8481,74.995,2.33,93,40,5.0,KZ,1730168728
467,kousa,25.9141,32.7636,21.47,27,0,1.35,EG,1730168728
468,selfoss,63.9331,-20.9971,5.02,95,100,1.48,IS,1730168728
469,sabana iglesia,19.3211,-70.7599,24.4,94,40,0.0,DO,1730168728
470,mchinji,-13.7984,32.8802,21.5,58,97,1.28,MW,1730168728
471,angra do heroismo,38.65,-27.2167,17.34,94,75,3.65,PT,1730168728
472,gembu,6.7,11.2667,16.62,82,81,1.3,NG,1730168728
473,pingnan,23.5543,110.3976,17.94,90,100,1.08,CN,1730168728
474,bamboo flat,11.7,92.7167,28.0,74,43,1.98,IN,1730168729
475,kone,-21.0595,164.8658,26.91,61,91,4.37,NC,1730168729
476,paka,4.6374,103.4368,30.96,66,20,1.54,MY,1730168729
477,vilyuysk,63.7553,121.6247,-14.83,91,100,2.55,RU,1730168219
478,heroica zitacuaro,19.4,-100.3667,14.21,89,0,3.47,MX,1730168729
479,manismata,-2.4667,111.0333,31.47,57,100,2.55,ID,1730168729
480,ecoporanga,-18.3733,-40.8306,20.69,92,100,1.21,BR,1730168729
481,acapulco de juarez,16.8634,-99.8901,28.9,84,40,2.57,MX,1730168729
482,el calafate,-50.3408,-72.2768,7.37,86,13,3.83,AR,1730168729
483,ta`u,-14.2336,-169.5144,27.02,79,22,7.7,AS,1730168729
484,madiun,-7.6298,111.5239,33.02,43,1,2.42,ID,1730168729
485,charters towers,-20.1,146.2667,32.28,29,8,3.82,AU,1730168730
486,naze,28.3667,129.4833,24.51,83,69,3.91,JP,1730168730
487,banda aceh,5.5577,95.3222,28.84,70,95,6.43,ID,1730168730
488,usinsk,65.9939,57.5281,-1.23,91,40,8.37,RU,1730168730
489,vallenar,-28.5708,-70.7581,18.69,58,0,0.3,CL,1730168730
490,sisimiut,66.9395,-53.6735,-9.98,64,86,3.66,GL,1730168730
491,uruguaiana,-29.7547,-57.0883,20.96,68,0,4.12,BR,1730168730
492,kukuna,9.4,-12.6667,23.89,97,93,1.15,SL,1730168730
493,prince george,53.9166,-122.753,2.01,94,100,1.54,CA,1730168730
494,nelson,-41.2833,173.2833,13.49,94,99,0.45,NZ,1730168730
495,ghadamis,30.1337,9.5007,24.18,23,1,6.42,LY,1730168730
496,albina,5.5,-54.05,22.64,92,93,1.32,SR,1730168731
497,kittila,67.6647,24.8936,0.08,69,0,5.14,FI,1730168731
498,homer,59.6425,-151.5483,5.45,91,100,2.68,US,1730168731
499,al ghayzah,16.2079,52.176,25.58,72,40,0.48,YE,1730168731
500,putina,-15.4667,-69.4333,10.01,70,70,4.07,PE,1730168731
501,sebastopol,44.6,33.5333,15.56,59,98,0.45,UA,1730168612
502,qarauyl,48.9451,79.255,1.75,72,99,7.68,KZ,1730168731
503,nova xavantina,-14.6667,-52.35,25.7,74,77,0.48,BR,1730168731
504,aral,40.5156,81.2636,10.22,34,0,2.71,CN,1730168731
505,urengoy,65.9667,78.3667,-10.96,100,94,1.35,RU,1730168732
506,arvayheer,46.2639,102.775,0.9,57,100,0.78,MN,1730168732
507,springfield,37.2153,-93.2982,24.99,55,0,7.2,US,1730168463
508,hard bargain,26.3167,-77.5667,25.33,65,100,10.77,BS,1730168732
509,urubamba,-13.3047,-72.1158,11.09,77,67,2.02,PE,1730168732
510,ballarat east,-37.5592,143.8744,17.0,61,12,1.34,AU,1730168732
511,monte alegre,-2.0078,-54.0692,26.99,50,2,1.31,BR,1730168732
512,cobija,-11.0267,-68.7692,25.45,66,5,0.82,BO,1730168732
513,plastun,44.7561,136.2939,8.98,49,33,1.4,RU,1730168732
514,yunak,38.8142,31.7322,6.17,47,0,1.67,TR,1730168733
515,kenai,60.5544,-151.2583,-0.48,98,100,6.69,US,1730168733
516,bad lobenstein,50.4493,11.6381,11.3,55,100,2.11,DE,1730168733
517,mossel bay,-34.1831,22.146,16.96,86,99,7.3,ZA,1730168733
518,serpa,37.9458,-7.5975,14.32,71,29,6.27,PT,1730168733
519,haimen,23.1935,116.6142,24.58,71,40,3.11,CN,1730168733
520,valle de la pascua,9.2155,-66.0073,24.88,85,92,1.06,VE,1730168734
521,diamantino,-14.4086,-56.4461,22.07,95,100,1.48,BR,1730168734
522,basotu,-4.3667,35.0833,17.99,71,31,2.83,TZ,1730168734
523,soe,-9.8607,124.284,30.62,39,54,4.75,ID,1730168734
524,bohuslav,49.5494,30.8744,6.68,83,56,3.31,UA,1730168734
525,changleng,28.7,115.8167,19.56,62,100,2.78,CN,1730168734
526,port-vila,-17.7338,168.3219,25.78,94,100,2.06,VU,1730168734
527,al burayqah,30.4062,19.5739,20.15,64,21,4.3,LY,1730168734
528,chibougamau,49.9168,-74.3659,-3.21,80,75,3.09,CA,1730168734
529,muswellbrook,-32.2667,150.9,25.13,37,0,2.6,AU,1730168734
530,beyneu,45.3167,55.2,7.7,75,100,3.27,KZ,1730168734
531,sainte-adresse,49.5089,0.0845,13.24,94,20,5.14,FR,1730168735
532,vangaindrano,-23.35,47.6,23.27,95,76,2.41,MG,1730168735
533,saipan,15.1355,145.701,32.39,74,20,4.63,MP,1730168735
534,diourbel,14.6628,-16.3925,25.18,57,5,4.65,SN,1730168735
535,portland,45.5234,-122.6762,11.45,92,75,0.45,US,1730168377
536,kolonia town,6.964,158.206,31.06,79,75,4.12,FM,1730168735
537,sucre,-19.0333,-65.2627,14.27,69,100,2.62,BO,1730168735
538,ola,59.5833,151.2833,-6.45,54,100,6.2,RU,1730168735
539,saraburi,14.6084,100.9682,31.21,73,39,1.3,TH,1730168735
540,camacupa,-12.0167,17.4833,17.86,80,17,1.86,AO,1730168735
541,bhatapara,21.7333,81.9333,24.4,76,39,1.35,IN,1730168735
542,ryazhsk,53.7038,40.1109,7.08,92,100,3.17,RU,1730168736
543,taman',45.2117,36.7161,14.83,72,66,2.76,RU,1730168736
544,caussade,44.1608,1.5391,13.69,95,81,0.96,FR,1730168736
545,parry sound,45.3501,-80.033,6.03,70,7,4.89,CA,1730168736
546,palmer,42.1584,-72.3287,4.95,80,92,1.52,US,1730168736
547,mata-utu,-13.2816,-176.1745,27.65,77,98,6.69,WF,1730168736
548,sorong,-0.8833,131.25,28.47,77,50,1.76,ID,1730168736
549,silute,55.3489,21.4831,11.01,93,100,1.83,LT,1730168736
550,elias fausto,-23.0428,-47.3739,21.3,86,100,2.23,BR,1730168736
551,springdale,36.1867,-94.1288,25.85,52,0,7.2,US,1730168736
552,huichapan,20.3833,-99.65,15.5,69,100,2.48,MX,1730168736
553,jertih,5.7336,102.4897,26.55,87,97,1.59,MY,1730168737
554,tutoia,-2.7619,-42.2744,26.66,81,5,7.39,BR,1730168737
555,sao joao da barra,-21.6403,-41.0511,22.02,88,100,3.74,BR,1730168737
556,suntar,62.1444,117.6319,-16.38,94,98,1.2,RU,1730168737
557,livingston,55.9029,-3.5226,12.2,98,75,3.6,GB,1730168737
558,fryanovo,56.1333,38.45,6.83,82,100,2.32,RU,1730168737
559,gizo,-8.103,156.8419,29.59,71,96,2.49,SB,1730168737
560,dhrol,22.5667,70.4167,27.09,72,23,3.44,IN,1730168737
561,ishurdi,24.1333,89.0833,27.19,75,0,2.05,BD,1730168737
562,flin flon,54.7682,-101.865,2.67,69,100,5.59,CA,1730168737
563,yeed,4.55,43.0333,25.4,74,55,2.59,SO,1730168738
564,jalarpet,12.5667,78.5833,23.78,79,35,1.39,IN,1730168738
565,vuktyl,63.8567,57.3094,-0.6,87,83,3.51,RU,1730168199
566,ellsworth,44.5434,-68.4195,2.7,67,2,1.45,US,1730168738
567,fuyuan,46.4333,127.0833,7.52,64,100,3.59,CN,1730168738
568,maun,-19.9833,23.4167,18.98,20,0,6.17,BW,1730168738
569,gaalkacyo,6.7697,47.4308,24.74,78,19,4.16,SO,1730168738
570,puerto baquerizo moreno,-0.9,-89.6,20.1,81,92,4.38,EC,1730168738
571,ha'il,27.5219,41.6907,16.01,100,40,3.09,SA,1730168738
572,idanre,7.1127,5.1159,21.78,99,93,0.3,NG,1730168738
573,chissamba,-12.1667,17.3333,18.84,78,26,1.77,AO,1730168738
574,puerto gaitan,4.3133,-72.0816,26.18,77,100,2.72,CO,1730168739
575,suolahti,62.5642,25.8536,1.2,82,7,4.18,FI,1730168739
576,khandyga,62.6667,135.6,-16.27,81,99,1.12,RU,1730168739
577,puerto aysen,-45.4,-72.7,10.15,98,99,1.88,CL,1730168739
578,wanning,18.8003,110.3967,24.7,94,100,7.17,CN,1730168364
579,tionk essil,12.7856,-16.5217,24.9,69,7,2.83,SN,1730168739
580,baruun-urt,46.6806,113.2792,3.24,69,33,1.59,MN,1730168739
581,kibungo,-2.1597,30.5427,15.98,90,99,0.52,RW,1730168739
